StarName,Reference,RA,Decl,Teff,logg,Metallicity,Fe,Fe_H_error,Sr,Sr_Fe_error,Y,Y_Fe_error,Zr,Zr_Fe_error,Nb,Nb_Fe_error,Pd,Pd_Fe_error,Ag,Ag_Fe_error,Eu,Eu_Fe_error,Tb,Tb_Fe_error,Tm,Tm_Fe_error,Hf,Hf_Fe_error,Ir,Ir_Fe_error,longitude,latitude,Coord_X,Coord_Y,Coord_Z,VX,VY,VZ,RV
HD128279,J.A.Johnson ApJS 139 219 2002,14 36 48.51,-29 06 46.6,5100,2.7,-2.2,-2.38,0.14,,,-0.55,0.15,-0.29,0.14,,,,,,,0.08,0.25,<0.82,,<1,,,,,,329 04 12.30,+28 21 22.97,153.22,-91.809,96.404,,,,
HD132475,I.U.Roederer AJ 147 136 2014,14 59 49.77,-22 00 45.8,5410,3.5,-1.65,-1.82,0.21,0.31,0.13,0.24,0.14,0.69,0.14,<1.38,,,,,,0.3,0.14,,,,,<1.31,,,,338 23 25.56,+31 52 31.82,97.13,-38.475,64.967,139.191,-55.136,93.1,176.3
HD132475,C.J.Hansen AAP 545 A31 2012,14 59 49.77,-22 00 45.8,5838,3.9,-1.52,-1.52,0.15,0.34,0.11,0.17,0.15,0.46,0.17,,,0.34,0.19,-0.06,0.26,0.43,0.16,,,,,,,,,338 23 25.56,+31 52 31.82,74.062,-29.338,49.537,,,,
HD13979,I.U.Roederer AJ 147 136 2014,02 15 20.85,-25 54 54.9,4830,1.6,-2.72,-2.97,0.15,0.07,0.24,-0.58,0.18,-0.06,0.16,<1.22,,,,,,-0.04,0.17,,,<0.49,,<0.72,,<1.05,,214 00 06.45,-71 12 45.68,-288.429,-194.561,-1022.74,-13.937,-9.401,-49.419,52.2
HD140283,W.Aoki PASJ 54 427 2002,15 43 03.10,-10 56 00.6,5750,3.3,-2.58,-2.58,0.16,-0.05,0.33,-0.63,0.22,0.1,0.22,,,,,,,,,,,,,,,,,356 18 45.96,+33 36 51.22,80.667,-5.198,53.735,,,,
HD140283,C.J.Hansen AAP 545 A31 2012,15 43 03.10,-10 56 00.6,5738,3.73,-2.58,-2.58,0.15,-0.27,0.1,-0.48,0.12,-0.2,0.14,,,,,,,,,,,,,,,,,356 18 45.96,+33 36 51.22,48.88,-3.15,32.561,,,,
HD140283,S.Honda ApJ 607 474 2004,15 43 03.10,-10 56 00.6,5630,3.5,-2.53,-2.52,0.08,-0.38,0.09,-0.53,0.18,-0.21,0.09,,,,,,,,,,,,,,,,,356 18 45.96,+33 36 51.22,60.859,-3.922,40.54,,,,
HD16031,I.U.Roederer AJ 147 136 2014,02 34 11.00,-12 23 03.0,5870,3.75,-1.91,-2.01,0.21,0.37,0.21,-0.18,0.17,0.35,0.15,<1.61,,,,,,0.09,0.17,<1.32,,<1.28,,<1.61,,,,186 29 46.35,-61 47 01.60,-92.614,-10.546,-173.722,-10.805,-1.23,-20.267,23
HD160617,C.J.Hansen AAP 545 A31 2012,17 42 49.30,-40 19 16.0,6028,3.79,-1.83,-1.83,0.15,0.04,0.14,-0.03,0.12,0.19,0.21,,,0.42,0.21,<0.09,,,,,,,,,,,,349 58 15.80,-05 26 48.12,121.565,-21.499,-11.771,,,,
HD165195,J.A.Johnson ApJ 579 616 2002,18 04 40.07,+03 46 44.7,,,,-2.14,,-0.05,0.3,-0.45,0.08,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
HD165195,J.A.Johnson ApJ 554 888 2001,18 04 40.07,+03 46 44.7,4375,0.3,-2.2,-2.15,0.19,,,,,,,,,,,,,0.31,0.2,,,,,,,,,030 57 55.55,+12 07 25.96,1263.98,758.436,316.654,,,,
HD165195,C.J.Hansen AAP 545 A31 2012,18 04 40.07,+03 46 44.7,4200,0.9,-2.1,-2.1,0.15,-0.19,0.16,-0.01,0.2,0.09,0.2,,,-0.32,0.2,-0.86,0.25,0.89,0.17,,,,,,,,,030 57 55.55,+12 07 25.96,545.796,327.5,136.734,,,,
HD165195,J.A.Johnson ApJS 139 219 2002,18 04 40.07,+03 46 44.7,4375,0.3,-2.2,-2.3,0.19,,,-0.29,0.08,0.18,0.11,,,,,,,0.46,0.2,,,,,,,,,030 57 55.55,+12 07 25.96,1263.98,758.436,316.654,,,,
HD166161,C.J.Hansen AAP 545 A31 2012,18 09 40.68,-08 46 45.6,5250,2.15,-1.25,-1.25,0.15,0.29,0.14,0.29,0.18,0.26,0.17,,,0,0.19,-0.21,0.25,0.07,0.16,,,,,,,,,020 19 05.11,+05 09 04.32,413.079,152.951,39.709,,,,
HD166913,C.J.Hansen AAP 545 A31 2012,18 16 25.68,-59 24 11.2,6155,4.07,-1.3,-1.93,0.15,0.47,0.15,0.39,0.14,0.65,0.18,,,0.42,0.23,<0.37,,0.61,0.16,,,,,,,,,335 03 00.52,-18 52 43.38,64.188,-29.863,-24.209,,,,
HD175179,C.J.Hansen AAP 545 A31 2012,18 54 23.20,-04 36 19.0,5758,4.16,-0.72,-0.72,0.15,<1.28,,<0.95,,0.17,0.17,,,0.12,0.2,-0.17,0.26,0.2,0.16,,,,,,,,,029 09 56.81,-02 45 09.51,74.253,41.44,-4.088,,,,
HD175305,I.U.Roederer AJ 147 136 2014,18 47 06.44,+74 43 31.4,4920,2.3,-1.56,-1.63,0.15,-0.07,0.1,-0.26,0.15,0.27,0.15,<1.01,,,,,,0.47,0.24,,,,,0.69,0.18,0.68,0.32,105 50 00.94,+26 22 44.19,-49.505,174.558,89.986,45.025,-158.759,-81.841,-184.2
HD175305,C.J.Hansen AAP 545 A31 2012,18 47 06.44,+74 43 31.4,5100,2.7,-1.38,-1.38,0.15,0.01,0.19,0.12,0.16,0.29,0.18,,,0.04,0.18,-0.22,0.28,0.56,0.16,,,,,,,,,105 50 00.94,+26 22 44.19,-34.483,121.589,62.68,,,,
HD175305,I.U.Roederer ApJ 711 573 2010,18 47 06.44,+74 43 31.4,4770,1.8,-1.6,-1.73,0.11,0.1,0.3,-0.18,0.1,0.23,0.17,<1.3,,,,,,0.32,0.15,,,,,0.48,0.22,0.41,0.25,105 50 00.94,+26 22 44.19,-81.242,286.46,147.672,45.025,-158.759,-81.841,-184.2
HD175305,J.J.Cowan ApJ 627 238 2005,18 47 06.44,+74 43 31.4,5040,2.85,-1.48,-1.51,,,,,,0.15,,,,,,,,0.7,,,,,,,,0.59,,105 50 00.94,+26 22 44.19,-28.359,99.994,51.548,,,,
HD175606,I.U.Roederer AJ 147 136 2014,18 58 51.34,-51 27 56.5,5920,3.7,-2.24,-2.39,0.21,0.39,0.24,-0.16,0.18,0.31,0.17,<2.06,,,,,,0.28,0.29,<1.74,,<1.44,,<2,,,,345 05 42.98,-21 52 08.75,191.9,-51.078,-79.705,148.333,-39.481,-61.609,165.4
HD178443,I.U.Roederer AJ 147 136 2014,19 10 36.85,-43 16 36.2,5170,1.45,-2.02,-1.99,0.17,0.14,0.21,-0.41,0.15,0.04,0.14,<0.9,,,,,,0.25,0.16,,,0.13,-0.26,0.57,0.35,,,354 10 40.52,-21 30 52.96,2073.05,-211.38,-821.448,318.01,-32.426,-126.012,343.6
HD184266,I.U.Roederer AJ 147 136 2014,19 34 15.39,-16 19 00.2,5780,1.85,-1.74,-1.75,0.16,0.69,0.19,-0.31,0.15,0.27,0.15,<1.12,,,,,,0.31,0.16,,,,,,,<1.25,,022 47 10.47,-16 39 50.87,550.931,231.434,-178.871,-308.603,-129.637,100.194,-349.4
HD186478,C.J.Hansen AAP 545 A31 2012,19 45 14.10,-17 29 27.0,4730,1.5,-2.42,-2.42,0.15,0.08,0.11,0.01,0.12,0.31,0.14,,,0.26,0.18,-0.03,0.25,0.5,0.16,,,,,,,,,022 45 56.96,-19 32 26.60,972.086,407.945,-374.161,,,,
HD186478,P.Francois AAP 476 935 2007,19 45 14.10,-17 29 27.0,4700,1.3,-2.6,-2.59,,0.29,,-0.16,,0.23,,,,,,,,0.47,,,,0.63,,,,,,022 45 56.96,-19 32 26.60,1222.76,513.144,-470.647,,,,
HD186478,J.A.Johnson ApJ 579 616 2002,19 45 14.10,-17 29 27.0,,,,-2.43,,0.05,0.3,-0.26,0.12,0.14,0.06,,,0.19,0.25,-0.09,0.25,,,,,,,,,,,,,,,,,,,
HD186478,I.U.Roederer AJ 147 136 2014,19 45 14.10,-17 29 27.0,4540,0.65,-2.78,-2.75,0.15,0.18,0.12,-0.34,0.15,0.13,0.15,<0.69,,,,,,0.23,0.17,<0.64,,0.24,-0.19,0.59,0.31,0.35,0.31,022 45 56.96,-19 32 26.60,2286.68,959.627,-880.154,26.417,11.086,-10.168,30.4
HD186478,J.A.Johnson ApJ 554 888 2001,19 45 14.10,-17 29 27.0,4525,0.85,-2.4,-2.44,0.16,,,,,,,,,,,,,0.36,0.08,<0.46,,<0.48,,<0.85,,,,022 45 56.96,-19 32 26.60,1821.44,764.383,-701.08,,,,
HD186478,S.Honda ApJ 607 474 2004,19 45 14.10,-17 29 27.0,4720,1.6,-2.5,-2.49,0.12,-0.01,0.14,-0.08,0.08,0.3,0.23,,,0.19,0.14,,,0.63,0.06,,,0.45,-0.12,,,,,022 45 56.96,-19 32 26.60,876.867,367.986,-337.511,,,,
HD186478,J.A.Johnson ApJS 139 219 2002,19 45 14.10,-17 29 27.0,4525,0.85,-2.4,-2.59,0.16,,,-0.1,0.12,0.3,0.06,,,,,,,0.51,0.08,<0.61,,<0.63,,<1.15,,,,022 45 56.96,-19 32 26.60,1821.44,764.383,-701.08,,,,
HD186478,J.J.Cowan ApJ 627 238 2005,19 45 14.10,-17 29 27.0,4600,1.45,-2.56,-2.59,,,,,,0.46,,,,,,,,0.57,,,,,,,,0.58,,022 45 56.96,-19 32 26.60,963.877,404.5,-371.001,,,,
HD188510,I.U.Roederer AJ 147 136 2014,19 55 09.68,+10 44 27.4,5210,4.1,-1.88,-1.88,0.1,-0.17,0.07,-0.31,0.15,0.14,0.13,<1.44,,,,,,0.18,0.14,,,<0.83,,<1.37,,,,049 55 53.34,-08 55 04.70,40.312,47.925,-9.827,-122.987,-146.215,29.981,-193.4
HD188510,C.J.Hansen AAP 545 A31 2012,19 55 09.68,+10 44 27.4,5536,4.63,-1.58,-1.58,0.15,-0.04,0.14,-0.16,0.13,0.18,0.17,,,0.32,0.19,-0.07,0.26,0.4,0.18,,,,,,,,,049 55 53.34,-08 55 04.70,25.66,30.506,-6.255,,,,
HD189558,C.J.Hansen AAP 545 A31 2012,20 01 00.20,-12 15 20.0,5712,3.79,-1.18,-1.18,0.15,-0.7,0.14,0.15,0.13,0.44,0.17,,,0.3,0.21,-0.1,0.25,0.39,0.16,,,,,,,,,029 30 41.94,-20 54 02.30,56.349,31.896,-24.726,,,,
HD193901,I.U.Roederer AJ 147 136 2014,20 23 35.85,-21 22 14.2,5580,4.05,-1.28,-1.29,0.1,-0.1,0.06,-0.31,0.12,0.18,0.11,<0.97,,,,,,0.38,0.11,,,0.36,-0.33,<0.67,,,,022 28 39.21,-29 22 30.85,59.456,24.6,-36.219,-138.096,-57.138,84.125,-171.5
HD19445,I.U.Roederer AJ 147 136 2014,03 08 25.59,+26 19 51.4,5820,3.65,-2.4,-2.29,0.21,0.17,0.24,-0.42,0.19,0.12,0.24,<1.62,,,,,,-0.02,0.23,<1.32,,<1.21,,<1.68,,,,157 28 44.93,-27 11 59.78,-81.798,33.917,-45.509,114.94,-47.659,63.948,-139.9
HD19445,C.J.Hansen AAP 545 A31 2012,03 08 25.59,+26 19 51.4,5982,4.38,-2.13,-2.13,0.15,0.13,0.11,-0.1,0.12,0.29,0.15,,,0,0.27,,,0.37,0.23,,,,,,,,,157 28 44.93,-27 11 59.78,-37.109,15.387,-20.646,,,,
HD195633,C.J.Hansen AAP 545 A31 2012,20 32 23.99,+06 31 03.3,6005,3.86,-0.71,-0.71,0.15,<1.11,,<0.66,,-0.14,0.17,,,-0.13,0.2,-0.29,0.28,<0.1,,,,,,,,,,051 03 32.36,-18 59 00.83,62.043,76.778,-33.958,,,,
HD196892,I.U.Roederer AJ 147 136 2014,20 40 49.38,-18 47 33.3,5670,3.85,-1.24,-1.38,0.21,0.03,0.13,0.11,0.14,0.5,0.14,<1.82,,,,,,0.28,0.14,,,,,<1.22,,<1.7,,026 55 49.02,-32 16 16.66,60.31,30.637,-42.717,-26.912,-13.671,19.061,-35.7
HD196944,I.U.Roederer AJ 147 136 2014,20 40 46.09,-06 47 50.7,5310,1.75,-2.39,-2.39,0.17,0.94,0.21,0.53,0.16,0.85,0.14,,,,,,,0.12,0.15,<1.09,,<1.53,,1.11,0.23,<1.93,,039 33 48.71,-27 22 12.99,557.021,460.211,-374.055,-114.194,-94.347,76.684,-166.8
HD200654,I.U.Roederer AJ 147 136 2014,21 06 34.70,-49 57 50.0,5080,2.25,-3.06,-3.13,0.15,-0.12,0.23,-0.62,0.2,-0.16,0.17,<1.63,,,,,,<0.08,,<1,,<0.94,,<1.43,,,,348 49 15.23,-41 52 21.71,410.646,-81.154,-375.218,-32.799,6.482,29.97,-44.9
HD201891,I.U.Roederer AJ 147 136 2014,21 11 59.03,+17 43 39.9,5840,4.1,-1.21,-1.2,0.1,0.04,0.06,-0.25,0.15,0.12,0.15,,,,,,,0.16,0.16,,,<0.68,,<1.05,,,,066 42 24.09,-20 25 43.89,15.975,37.107,-15.048,-16.527,-38.388,15.567,-44.6
HD204543,C.J.Hansen AAP 545 A31 2012,21 29 28.20,-03 30 55.0,4700,0.8,-1.84,-1.84,0.15,-0.07,0.12,-0.14,0.15,0.07,0.18,,,0.04,0.18,-0.22,0.25,0.1,0.17,,,,,,,,,049 54 01.24,-36 22 36.43,857.361,1018.16,-980.51,,,,
HD205650,C.J.Hansen AAP 545 A31 2012,21 37 26.03,-27 38 06.7,5842,4.49,-1.19,-1.19,0.15,-0.02,0.25,0.05,0.13,0.19,0.17,,,0.22,0.21,-0.12,0.25,0.45,0.16,,,,,,,,,020 35 35.21,-47 13 04.04,37.955,14.261,-43.812,,,,
HD213657,C.J.Hansen AAP 545 A31 2012,22 33 47.06,-42 03 13.8,6208,3.78,-2.01,-2.01,0.15,0.04,0.11,-0.05,0.12,0.37,0.15,,,0.22,0.27,<0.27,,,,,,,,,,,,355 52 47.08,-58 16 38.53,107.915,-7.774,-175.027,,,,
HD214362,I.U.Roederer AJ 147 136 2014,22 37 58.56,-22 38 39.7,5760,1.6,-2.04,-2.06,0.17,0.71,0.22,-0.25,0.15,0.29,0.15,<0.8,,,,,,0.4,0.15,,,,,<0.82,,,,033 55 37.35,-59 29 33.02,690.185,464.258,-1411.69,-39.3,-26.436,80.384,-93.3
HD216143,J.A.Johnson ApJ 579 616 2002,22 50 31.09,-06 54 49.6,,,,-2.05,,0.05,0.3,-0.32,0.14,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
HD216143,J.A.Johnson ApJ 554 888 2001,22 50 31.09,-06 54 49.6,4500,0.7,-2.1,-2.06,0.19,,,,,,,,,,,,,0.27,0.05,<0.67,,,,,,,,062 32 09.26,-54 54 38.80,412.831,794.256,-1274.16,,,,
HD216143,J.A.Johnson ApJS 139 219 2002,22 50 31.09,-06 54 49.6,4500,0.7,-2.1,-2.21,0.19,,,-0.16,0.14,0.16,0.1,,,,,,,0.41,0.05,<0.82,,,,,,,,062 32 09.26,-54 54 38.80,412.831,794.256,-1274.16,,,,
HD218857,J.A.Johnson ApJ 579 616 2002,23 11 24.59,-16 15 04.0,,,,-2.01,,-0.25,0.3,-0.63,0.13,-1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
HD218857,J.A.Johnson ApJ 554 888 2001,23 11 24.59,-16 15 04.0,4850,1.8,-2,-2.02,0.16,,,,,,,,,,,,,,,<1.16,,,,,,,,052 55 33.65,-64 24 49.76,203.373,269.161,-704.551,,,,
HD218857,J.A.Johnson ApJS 139 219 2002,23 11 24.59,-16 15 04.0,4850,1.8,-2,-2.17,0.16,,,-0.47,0.13,,,,,,,,,,,<1.31,,,,,,,,052 55 33.65,-64 24 49.76,203.373,269.161,-704.551,,,,
HD219617,I.U.Roederer AJ 147 136 2014,23 17 05.04,-13 51 03.6,5730,3.7,-1.83,-1.74,0.21,-0.02,0.2,-0.49,0.18,0.12,0.15,<1.62,,,,,,0.27,0.15,,,<0.79,,<1.34,,,,059 18 31.23,-64 17 55.74,20.804,35.05,-84.687,2.789,4.699,-11.353,12.6
HD220127,I.U.Roederer AJ 147 136 2014,23 21 43.59,-49 29 15.1,5060,2.4,-1.85,-1.7,0.15,-0.05,0.1,-0.33,0.15,0.09,0.15,<0.88,,,,,,0.13,0.18,,,0.17,-0.19,0.56,0.36,,,334 42 49.77,-61 41 29.84,328.43,-155.151,-674.36,33.102,-15.637,-67.967,77.2
HD221170,I.Ivans ApJ 645 613 2006,23 29 28.80,+30 25 58.0,4510,1,-2.19,-2.16,0.12,-0.23,0.2,-0.13,0.07,0.23,0.13,0.33,0.3,0.56,0.05,0.46,0.1,0.78,0.07,0.63,0.08,0.66,-0.06,0.51,0.04,0.8,0.13,102 42 16.88,-29 11 58.96,-170.148,754.719,-432.379,,,,
HD221170,J.J.Cowan ApJ 627 238 2005,23 29 28.80,+30 25 58.0,4400,1.1,-2.35,-2.38,,,,,,0.68,,,,,,,,1.01,,,,,,,,,,102 42 16.88,-29 11 58.96,-139.384,618.259,-354.201,,,,
HD233666,C.J.Hansen AAP 545 A31 2012,09 42 19.48,+53 28 26.2,5213,2.01,-1.64,-1.64,0.15,0.05,0.12,-0.08,0.18,0.01,0.16,,,-0.33,0.2,<-0.47,,0.18,0.16,,,,,,,,,162 23 57.07,+46 32 06.93,-586.666,186.111,649.379,,,,
HD237846,I.U.Roederer AJ 147 136 2014,09 52 38.68,+57 54 58.7,4730,1.3,-3.14,-3.21,0.14,-0.01,0.26,-0.6,0.18,-0.06,0.17,<1.63,,,,,,-0.35,0.24,<0.8,,<0.74,,<1.08,,<1.2,,155 38 01.86,+46 15 00.22,-1294.12,586.119,1484.05,191.243,-86.615,-219.31,-303.6
HD237846,I.U.Roederer ApJ 711 573 2010,09 52 38.68,+57 54 58.7,4600,1,-3.2,-3.29,0.1,-0.08,0.15,-0.48,0.1,-0.11,0.15,<1.63,,,,,,-0.33,0.25,<0.86,,<0.8,,<1.15,,<1.25,,155 38 01.86,+46 15 00.22,-1695.48,767.897,1944.31,191.369,-86.673,-219.454,-303.8
HD25704,C.J.Hansen AAP 545 A31 2012,04 01 44.60,-57 12 25.0,5700,4.18,-1.12,-1.12,0.15,0.3,0.11,-0.05,0.12,-0.02,0.17,,,0.07,0.21,-0.17,0.26,0.48,0.17,,,,,,,,,268 25 26.85,-45 06 44.06,-1.018,-36.99,-37.149,,,,
HD26169,I.U.Roederer AJ 147 136 2014,04 00 52.40,-75 36 11.0,4750,1.35,-2.81,-2.8,0.15,0.43,0.15,-0.21,0.15,0.29,0.15,<1.3,,,,,,-0.14,0.16,,,<0.63,,<1.04,,,,289 49 12.85,-36 16 04.62,308.994,-857.314,-668.63,-10.853,30.112,23.485,-39.7
HD2796,P.Francois AAP 476 935 2007,00 31 16.90,-16 47 41.0,4950,1.5,-2.4,-2.47,,0.3,,-0.22,,0.1,,,,,,,,0.1,,,,<1.14,,,,,,097 36 26.76,-78 39 45.93,-24.848,186.044,-936.161,,,,
HD298986,C.J.Hansen AAP 545 A31 2012,10 17 14.88,-52 29 18.7,6144,4.18,-1.48,-1.48,0.15,-0.03,0.17,-0.09,0.14,0.23,0.17,,,0.32,0.19,0.17,0.28,0.54,0.16,,,,,,,,,280 35 10.99,+03 33 45.52,27.834,-148.926,9.433,,,,
HD31128,I.U.Roederer AJ 147 136 2014,04 52 09.90,-27 03 51.0,5630,3.6,-1.92,-1.87,0.21,0.15,0.15,-0.27,0.17,0.23,0.14,<1.55,,,,,,0.13,0.15,,,<1.81,,<1.21,,,,227 39 18.80,-36 58 52.41,-85.417,-93.725,-95.492,-59.566,-65.36,-66.592,110.7
HD338529,I.U.Roederer AJ 147 136 2014,19 32 31.90,+26 23 26.0,6060,3.75,-2.41,-2.6,0.21,0.32,0.24,-0.13,0.2,0.5,0.26,<2.33,,,,,,<0.71,,<1.72,,<1.58,,<2.26,,,,060 55 14.07,+03 28 05.54,85.226,153.25,10.627,-61.321,-110.265,-7.647,-126.4
HD340279,I.U.Roederer AJ 147 136 2014,20 24 45.41,+25 03 07.1,5950,3.65,-2.9,-3.07,0.21,0.26,0.22,<0.39,,<0.79,,<3.05,,,,,,<1.29,,<2.39,,<2.39,,<2.93,,<3.37,,065 56 35.74,-07 15 03.46,149.709,335.357,-46.727,-130.858,-293.13,40.843,-323.6
HD345957,I.U.Roederer AJ 147 136 2014,20 10 48.16,+23 57 54.5,5520,3.7,-1.42,-1.73,0.21,0.27,0.13,0.11,0.14,0.58,0.13,<1.57,,,,,,0.23,0.14,,,<0.65,,<1.2,,<1.2,,063 15 49.81,-05 12 39.19,53.587,106.379,-10.863,-51.836,-102.903,10.508,-115.7
HD4306,S.Honda ApJ 607 474 2004,00 45 27.16,-09 32 39.8,4810,1.8,-2.89,-2.88,0.09,-0.07,0.09,-0.32,0.18,0.08,0.09,,,,,,,-0.6,0.09,,,,,,,,,118 03 26.55,-72 21 34.07,-115.405,216.522,-771.568,,,,
HD45282,I.U.Roederer AJ 147 136 2014,06 26 40.70,+03 25 29.0,5230,2.9,-1.73,-1.59,0.15,0.02,0.13,-0.34,0.15,0.15,0.15,<0.74,,,,,,0.37,0.16,,,0.35,-0.22,<0.23,,0.72,0.26,207 02 58.56,-03 55 49.54,-156.691,-80.009,-12.088,-271.887,-138.83,-20.975,306
HD60319,C.J.Hansen AAP 545 A31 2012,07 34 35.11,+16 54 04.0,5929,4.14,-0.9,-0.89,0.15,0.04,0.1,-0.27,0.15,0.02,0.17,,,0.12,0.19,-0.23,0.26,0.32,0.16,,,,,,,,,202 15 43.36,+16 58 25.91,-77.431,-31.697,25.538,,,,
HD6268,I.U.Roederer AJ 147 136 2014,01 03 18.17,-27 52 50.0,4570,0.7,-2.69,-2.82,0.15,0.28,0.12,-0.28,0.15,0.2,0.15,<1.19,,,,,,0.43,0.17,,,0.39,-0.18,0.68,0.26,0.69,0.36,229 34 14.63,-87 15 49.24,-48.025,-56.37,-1549.44,-1.229,-1.443,-39.655,39.7
HD6268,J.J.Cowan ApJ 627 238 2005,01 03 18.17,-27 52 50.0,4685,1.5,-2.42,-2.45,,,,,,0.25,,,,,,,,0.6,,,,,,,,,,229 34 14.63,-87 15 49.24,-20.839,-24.461,-672.349,,,,
HD6268,S.Honda ApJ 607 474 2004,01 03 18.17,-27 52 50.0,4600,1,-2.63,-2.62,0.11,0.11,0.33,-0.16,0.06,0.14,0.2,,,0.07,0.17,,,0.54,0.03,0.15,0.17,0.28,-0.07,,,0.37,0.17,229 34 14.63,-87 15 49.24,-35.059,-41.152,-1131.13,,,,
HD63077,C.J.Hansen AAP 545 A31 2012,07 45 35.00,-34 10 21.0,5629,4.15,-1.05,-1.05,0.15,0.36,0.25,0.06,0.13,0.06,0.17,,,0,0.22,-0.19,0.26,0.43,0.17,,,,,,,,,249 06 29.07,-04 48 19.09,-5.25,-13.754,-1.238,,,,
HD63598,C.J.Hansen AAP 545 A31 2012,07 48 53.55,-24 58 24.3,5680,4.16,-0.99,-0.99,0.15,0.41,0.14,0.09,0.12,0.2,0.22,,,0.09,0.19,-0.33,0.26,0.65,0.27,,,,,,,,,241 30 24.60,+00 26 13.15,-23.47,-43.238,0.375,,,,
HD64090,I.U.Roederer AJ 147 136 2014,07 53 33.10,+30 36 18.0,5150,4.05,-2.04,-2.03,0.1,0.04,0.06,-0.31,0.13,0.24,0.11,<1.75,,,,,,0.07,0.13,,,,,<1.41,,,,190 09 52.87,+25 55 36.85,-45.376,-8.135,22.411,207.322,37.171,-102.398,-234.2
HD76932,C.J.Hansen AAP 545 A31 2012,08 58 43.90,-16 07 58.0,5905,4.08,-0.97,-0.97,0.15,<0.27,,-0.07,0.13,0.19,0.17,,,0.2,0.2,-0.01,0.25,0.41,0.16,,,,,,,,,243 18 01.73,+18 54 42.81,-9.338,-18.567,7.121,,,,
HD83212,C.J.Hansen AAP 545 A31 2012,09 36 19.90,-20 53 15.0,4530,1.21,-1.25,-1.25,0.15,-0.04,0.17,0.21,0.22,0.27,0.22,,,-0.2,0.19,-0.79,0.28,0.27,0.17,,,,,,,,,253 19 54.79,+22 40 03.63,-248.72,-830.705,362.158,,,,
HD88609,I.U.Roederer AJ 147 136 2014,10 14 28.98,+53 33 39.3,4430,0.5,-3.08,-3.29,0.15,0.37,0.17,-0.24,0.16,0.29,0.15,<1.5,,,,,,-0.51,0.18,,,<0.22,,<0.91,,,,159 30 53.69,+50 55 10.65,-1301.43,486.199,1710.71,22.145,-8.273,-29.11,-37.5
HD88609,J.A.Johnson ApJ 579 616 2002,10 14 28.98,+53 33 39.3,,,,-2.79,,-0.4,0.3,-0.22,0.09,0.23,0.09,,,<1.29,,,,,,,,,,,,,,,,,,,,,,
HD88609,J.A.Johnson ApJ 554 888 2001,10 14 28.98,+53 33 39.3,4400,0.4,-2.8,-2.8,0.16,,,,,,,,,,,,,-0.69,0.2,<0.75,,<0.53,,,,,,159 30 53.69,+50 55 10.65,-1459.53,545.262,1918.53,,,,
HD88609,C.J.Hansen AAP 545 A31 2012,10 14 28.98,+53 33 39.3,4568,1.01,-2.87,-2.87,0.15,0.04,0.11,-0.09,0.23,0.19,0.14,,,<0.07,,<-0.01,,-0.5,0.16,,,,,,,,,159 30 53.69,+50 55 10.65,-809.645,302.474,1064.27,,,,
HD88609,J.A.Johnson ApJS 139 219 2002,10 14 28.98,+53 33 39.3,4400,0.4,-2.8,-2.95,0.18,,,-0.06,0.21,0.39,0.11,,,,,,,-0.53,0.2,<0.91,,<0.69,,,,,,159 30 53.69,+50 55 10.65,-1473.03,550.307,1936.28,,,,
HD88609,S.Honda ApJ 607 474 2004,10 14 28.98,+53 33 39.3,4550,1.1,-3.07,-3.06,0.2,-0.16,0.17,-0.04,0.17,0.33,0.17,,,,,,,,,,,,,,,,,159 30 53.69,+50 55 10.65,-720.477,269.161,947.056,,,,
HD88609,S.Honda ApJ 666 1189 2007,10 14 28.98,+53 33 39.3,4550,1.1,-3.07,-3.12,0.2,0.05,0.12,-0.07,0.1,0.3,0.16,-0.06,0.12,0.2,0.12,-0.11,0.12,-0.29,0.12,,,<0.2,,,,<0.44,,159 30 53.69,+50 55 10.65,-730.5,272.906,960.231,,,,
HD94028,I.U.Roederer AJ 147 136 2014,10 51 28.12,+20 16 39.0,5730,3.7,-1.81,-1.76,0.21,0.33,0.15,0.01,0.15,0.43,0.14,<1.45,,,,,,0.08,0.16,,,<0.64,,<1.24,,<1.63,,220 27 54.21,+61 46 18.22,-34.768,-29.658,85.128,-23.606,-20.137,57.798,65.6
HD94028,I.U.Roederer ApJ 821 37 2016,10 51 28.12,+20 16 39.0,5270,4.31,-1.62,-1.75,0.1,0.24,0.15,0.22,0.15,0.7,0.14,<1.23,,0.17,0.22,<0.15,,0.35,0.16,,,<0.68,,<1.19,,<1.87,,220 27 54.21,+61 46 18.22,-14.063,-11.996,34.433,-0.23,-0.196,0.564,0.64
HE0035-0834,C.J.Hansen AAP 545 A31 2012,00 38 31.90,-08 18 33.0,6035,4.08,-1.33,-1.33,0.15,-0.1,0.2,-0.18,0.19,0.27,0.17,,,0.29,0.2,0.27,0.25,0.7,0.18,,,,,,,,,113 06 54.11,-70 56 04.25,-14.575,34.147,-107.427,,,,
