StarName,Reference,RA,Decl,Teff,logg,Metallicity,Fe,Fe_H_error,Sr,Sr_Fe_error,Y,Y_Fe_error,Zr,Zr_Fe_error,Nb,Nb_Fe_error,Pd,Pd_Fe_error,Ag,Ag_Fe_error,Eu,Eu_Fe_error,Tb,Tb_Fe_error,Tm,Tm_Fe_error,Hf,Hf_Fe_error,Ir,Ir_Fe_error,longitude,latitude,Coord_X,Coord_Y,Coord_Z,VX,VY,VZ,RV
CS22169-035,P.Francois AAP 476 935 2007,04 12 13.88,-12 05 05.1,4700,1.2,-3,-3.04,,-0.03,,-0.35,,-0.06,,,,,,,,<-0.68,,,,1.08,,,,,,205 25 03.06,-40 44 02.38,-5937.99,-2821.79,-5661.63,,,,
CS22171-031,I.U.Roederer AJ 147 136 2014,02 09 24.55,-10 34 16.3,6010,3.7,-2.42,-2.54,0.21,0.41,0.24,-0.14,0.22,0.54,0.17,<2.5,,,,,,<0.67,,<1.93,,<1.85,,<2.17,,,,,,,,,,,,
CS22171-037,I.U.Roederer AJ 147 136 2014,02 08 00.58,-09 03 48.3,6110,3.65,-3.35,-3.63,0.21,-1.09,0.17,<1.24,,<1.32,,<3.64,,,,,,<1.84,,<2.94,,<2.85,,<3.52,,,,,,,,,,,,
CS22172-002,P.Francois AAP 476 935 2007,03 14 20.85,-10 35 11.3,4800,1.3,-4,-3.86,,-1.26,,-0.95,,<-0.72,,,,,,,,<0.04,,,,,,,,,,193 41 22.25,-52 33 29.60,-4539.42,-1105.71,-6101.69,,,,
CS22172-029,I.U.Roederer AJ 147 136 2014,03 30 45.35,-10 37 09.9,4960,1.9,-2.7,-2.68,0.14,-0.14,0.25,-0.48,0.17,0.02,0.15,<1.57,,,,,,0.17,0.16,<1.66,,0.33,-0.46,<1.2,,<1.8,,,,,,,,,,
CS22174-020,I.U.Roederer AJ 147 136 2014,01 20 27.28,-08 47 16.3,5840,3.55,-3.02,-3.29,0.22,-0.04,0.16,<0.12,,<1,,<3.15,,,,,,<1.37,,<3.22,,<2.47,,<3.22,,<3.48,,,,,,,,,,
CS22177-009,I.U.Roederer AJ 147 136 2014,04 07 40.64,-25 02 43.9,5940,3.55,-3.37,-3.42,0.21,-0.42,0.13,,,<1.3,,<3.3,,,,,,<1.53,,<2.82,,<2.67,,<3.19,,,,221 44 24.95,-46 10 08.36,-1047.24,-934.376,-1461.95,107.484,95.9,150.048,-208
CS22177-010,I.U.Roederer AJ 147 136 2014,04 10 00.48,-25 44 38.9,6050,3.7,-2.88,-3,0.22,-0.23,0.16,<0.31,,<0.75,,<2.87,,,,,,<1.16,,<2.48,,<2.33,,<2.8,,,,,,,,,,,,
CS22180-014,I.U.Roederer AJ 147 136 2014,01 34 02.50,-12 41 54.8,5780,3.55,-2.9,-2.86,0.21,-0.31,0.2,<-0.36,,<0.79,,<2.8,,,,,,<0.91,,<2.21,,<2.11,,<2.67,,,,,,,,,,,,
CS22182-033,I.U.Roederer AJ 147 136 2014,04 23 10.48,-30 37 04.2,5810,3.6,-2.47,-2.65,0.21,0.22,0.24,-0.41,0.27,0.42,0.15,<2.64,,,,,,0.58,0.25,,,<1.88,,<2.38,,,,230 27 01.85,-43 56 15.41,-1001.58,-1212.87,-1515.69,-113.483,-137.424,-171.734,247.5
CS22182-047,I.U.Roederer AJ 147 136 2014,04 22 30.14,-27 34 50.5,5640,3.6,-1.99,-2.18,0.21,0.49,0.17,0.19,0.16,0.56,0.14,<1.97,,,,,,0.33,0.19,<1.44,,<1.37,,<1.86,,<1.8,,,,,,,,,,
CS22183-031,I.U.Roederer MNRAS 445 2970 2014,01 09 05.08,-04 43 21.1,4850,1.6,-3.5,-3.5,0.07,-0.22,0.23,,,,,,,,,,,0.84,0.16,,,,,,,,,134 20 34.95,-67 12 09.00,-2287.85,2340.93,-7787.72,-6.256,6.401,-21.295,23.1
CS22183-031,I.U.Roederer AJ 147 136 2014,01 09 05.08,-04 43 21.1,4850,1.6,-3.5,-3.57,0.15,-0.14,0.23,-0.25,0.18,0.29,0.18,<2.37,,,,,,0.91,0.16,<1.39,,1.04,-0.22,<1.97,,<2.49,,134 20 34.95,-67 12 09.00,-2287.85,2340.93,-7787.72,-6.256,6.401,-21.295,23.1
CS22183-031,S.Honda ApJ 607 474 2004,01 09 05.08,-04 43 21.1,5270,2.8,-2.93,-2.92,0.2,0.14,0.15,0.22,0.15,,,,,,,,,1.18,0.08,,,,,,,,,134 20 34.95,-67 12 09.00,-720.544,737.26,-2452.69,,,,
CS22185-007,I.U.Roederer AJ 147 136 2014,03 17 36.05,-15 17 22.7,4730,1.3,-3.02,-3.06,0.15,-0.75,0.25,-0.97,0.19,-0.29,0.19,<1.75,,,,,,-0.26,0.2,<0.89,,<0.81,,<1.26,,,,201 15 17.17,-54 05 38.29,-5325.18,-2071.36,-7891.63,-55.75,-21.685,-82.618,102
CS22186-002,I.U.Roederer AJ 147 136 2014,04 13 57.22,-36 46 25.5,5500,3.35,-2.5,-2.72,0.21,0.08,0.25,-0.28,0.18,0.05,0.2,,,,,,,0.65,0.17,<1.67,,<1.65,,<2.2,,,,,,,,,,,,
CS22186-017,I.U.Roederer AJ 147 136 2014,04 16 22.26,-34 17 57.6,5770,3.55,-2.9,-2.82,0.21,-0.47,0.18,-0.67,0.19,<0.98,,,,,,,,<0.91,,<2.13,,<2.02,,<2.54,,,,,,,,,,,,
CS22186-023,I.U.Roederer AJ 147 136 2014,04 19 45.50,-36 51 35.0,4820,1.55,-2.89,-3.04,0.15,-0.12,0.25,-0.6,0.19,0,0.16,,,,,,,-0.55,0.28,<0.95,,<0.98,,<1.35,,<1.36,,239 03 52.46,-45 19 40.69,-2217.85,-3700.57,-4363.96,-18.794,-31.358,-36.979,52
CS22186-025,P.Francois AAP 476 935 2007,04 24 32.80,-37 09 02.0,4900,1.5,-3,-3,,-0.07,,-0.28,,0.16,,,,,,,,0.53,,,,1.52,,,,,,239 32 56.37,-44 23 23.09,-4703.08,-7999.89,-9084.33,,,,
CS22189-009,I.U.Roederer AJ 147 136 2014,02 41 42.38,-13 28 10.5,4540,0.6,-3.85,-3.92,0.15,-0.89,0.19,<-0.86,,<0.07,,<2.28,,,,,,<0.32,,<0.97,,<1.1,,<1.67,,,,190 30 00.22,-60 51 46.94,-12802.6,-2372.83,-23358,9.766,1.81,17.819,-20.4
CS22189-009,P.Francois AAP 476 935 2007,02 41 42.38,-13 28 10.5,4900,1.7,-3.5,-3.49,,-0.9,,-0.8,,-0.47,,,,,,,,<-0.03,,,,,,,,,,190 30 00.22,-60 51 46.94,-4361.02,-808.272,-7956.56,,,,
CS22191-029,I.U.Roederer AJ 147 136 2014,04 47 42.48,-39 07 26.4,5810,1.55,-2.94,-2.94,0.17,0.29,0.25,-0.28,0.18,0.25,0.17,<2.21,,,,,,0.37,0.26,<1.47,,<1.45,,<2.01,,,,242 38 38.31,-39 59 17.50,-6122.94,-11834.6,-11176.1,-26.863,-51.922,-49.033,76.3
CS22871-104,I.U.Roederer AJ 147 136 2014,14 50 53.10,-20 48 37.7,6370,4,-2.06,-2.2,0.21,0.68,0.24,<0.58,,<0.79,,<2.83,,,,,,<1.03,,<2.49,,<2.33,,<2.63,,,,,,,,,,,,
CS22872-102,I.U.Roederer AJ 147 136 2014,16 29 20.69,-03 04 56.8,6020,3.65,-2.82,-2.85,0.21,-0.09,0.2,<-0.2,,<0.52,,<2.81,,,,,,<1.01,,<2.29,,<2.18,,<2.81,,,,011 54 18.44,+29 27 44.40,1192.77,251.467,688.614,-50.35,-10.615,-29.068,-59.1
CS22872-102,D.K.Lai ApJ 681 1524 2008,16 29 20.69,-03 04 56.8,5984,3.63,-2.9,-2.87,0.03,-0.05,0.09,,,,,,,,,,,<1.06,,,,,,,,,,011 54 18.44,+29 27 44.40,1203.86,253.806,695.018,,,,
CS22873-055,P.Francois AAP 476 935 2007,19 53 49.79,-59 40 00.2,4550,0.7,-3,-2.99,,-0.43,,-0.5,,-0.15,,,,,,,,-0.18,,,,,,,,,,337 29 23.26,-30 57 30.52,9935.85,-4117.64,-6451.82,,,,
CS22873-072,I.U.Roederer AJ 147 136 2014,19 52 05.49,-61 37 39.2,6030,3.7,-2.86,-3.08,0.21,-0.16,0.16,<0.42,,<0.92,,<3.18,,,,,,<1.44,,<2.68,,<2.45,,<2.9,,,,,,,,,,,,
CS22873-128,I.U.Roederer AJ 147 136 2014,20 07 03.79,-58 34 57.5,4710,1.2,-3.24,-3.32,0.14,-0.42,0.25,-0.86,0.18,-0.28,0.19,<1.83,,,,,,<-0.26,,<1.01,,<0.87,,<1.56,,,,338 46 56.93,-32 38 47.40,7412.57,-2877.75,-5094.35,161.462,-62.684,-110.966,205.7
CS22873-166,P.Francois AAP 476 935 2007,20 19 22.04,-61 30 15.1,4550,0.9,-3,-2.97,,0.18,,-0.1,,0.22,,,,,,,,-0.31,,,,,,,,,,335 11 47.77,-34 01 59.58,5113.74,-2363.25,-3804.54,,,,
CS22874-123,I.U.Roederer AJ 147 136 2014,14 48 57.74,-24 21 15.5,6240,3.8,-2.61,-2.79,0.21,0.2,0.23,,,<1.41,,<3.15,,,,,,<1.41,,<2.71,,<2.59,,<2.87,,,,,,,,,,,,
CS22875-029,I.U.Roederer MNRAS 445 2970 2014,22 29 25.10,-38 57 47.5,5990,1.85,-2.69,-2.69,0.06,0.85,0.22,,,,,,,,,,,0.92,0.16,,,,,,,,,001 57 42.50,-58 13 11.05,5867.34,200.976,-9475.89,38.477,1.318,-62.14,73.1
CS22875-029,I.U.Roederer AJ 147 136 2014,22 29 25.10,-38 57 47.5,5990,1.85,-2.69,-2.71,0.17,0.87,0.22,0.02,0.17,0.63,0.16,<1.95,,,,,,0.94,0.16,,,<1.4,,<1.86,,,,001 57 42.50,-58 13 11.05,5894.43,201.904,-9519.63,38.371,1.314,-61.97,72.9
CS22876-040,I.U.Roederer AJ 147 136 2014,00 04 52.45,-34 13 37.3,6090,3.8,-2.21,-2.47,0.21,0.39,0.24,0.32,0.18,0.58,0.16,,,,,,,<1.1,,<2.28,,<2.19,,<2.53,,<3.29,,354 43 16.46,-77 44 28.80,496.303,-45.855,-2293.89,-40.15,3.71,185.57,-189.9
CS22876-040,I.U.Roederer ApJ 711 573 2010,00 04 52.45,-34 13 37.3,6280,3.7,-2.3,-2.34,0.1,0.17,0.15,0.25,0.15,0.62,0.24,,,,,,,<1.12,,<2.28,,<2.19,,<2.52,,<3.42,,354 43 16.46,-77 44 28.80,596.62,-55.124,-2757.56,-40.15,3.71,185.57,-189.9
CS22877-001,I.U.Roederer AJ 147 136 2014,13 13 55.38,-12 11 41.6,4790,1.45,-3.24,-3.31,0.15,-0.16,0.25,-0.48,0.18,-0.05,0.18,<1.61,,,,,,0.03,0.19,<0.85,,<0.83,,<1.33,,<1.18,,311 33 07.97,+50 18 00.50,2094.29,-2362.82,3803.09,70.588,-79.638,128.182,166.6
CS22877-001,I.U.Roederer ApJ 784 158 2014,13 13 55.38,-12 11 41.6,4790,1.45,-3.24,-3.31,0.15,-0.16,0.25,-0.48,0.18,-0.05,0.18,<1.61,,,,,,0.03,0.19,<0.85,,<0.83,,<1.33,,<1.18,,311 33 07.97,+50 18 00.50,2094.29,-2362.82,3803.09,70.757,-79.83,128.49,167
CS22877-011,I.U.Roederer AJ 147 136 2014,13 14 40.17,-09 35 46.6,4950,1.9,-3.12,-3.23,0.15,-0.87,0.18,-1.05,0.26,-0.34,0.21,,,,,,,<0.05,,<1.15,,<1.16,,<1.72,,,,312 26 22.71,+52 50 41.65,2884.77,-3154.84,5641.17,93.863,-102.651,183.55,230.3
CS22877-015,I.U.Roederer AJ 147 136 2014,13 13 45.26,-09 15 43.1,6150,3.85,-2,-2.12,0.21,0.52,0.21,-0.05,0.16,0.51,0.16,<2.52,,,,,,0.85,0.15,<1.98,,<2.76,,<2.17,,,,,,,,,,,,
CS22877-051,I.U.Roederer AJ 147 136 2014,13 23 31.14,-12 35 13.1,6050,3.7,-2.77,-3.03,0.22,0.05,0.19,0,0.24,<0.62,,<2.98,,,,,,<1.15,,<2.41,,<2.3,,<2.84,,,,,,,,,,,,
CS22878-002,I.U.Roederer AJ 147 136 2014,16 33 49.03,+07 53 36.1,5850,3.55,-3.1,-2.97,0.21,-0.15,0.17,<1,,<0.65,,,,,,,,<1.13,,<2.36,,<2.24,,<2.71,,,,,,,,,,,,
CS22878-027,I.U.Roederer AJ 147 136 2014,16 37 35.84,+10 22 07.5,5820,3.55,-2.97,-2.92,0.21,-0.44,0.15,<-0.04,,<0.93,,<2.85,,,,,,<1.07,,<2.35,,<2.25,,<2.62,,,,026 52 17.71,+34 23 10.90,1517.21,768.781,1164.02,-67.062,-33.981,-51.451,-91.1
CS22878-027,D.K.Lai ApJ 681 1524 2008,16 37 35.84,+10 22 07.5,6348,4.39,-2.5,-2.48,0.08,-0.08,0.1,,,,,,,,,,,<1.16,,,,,,,,,,026 52 17.71,+34 23 10.90,702.823,356.124,539.21,,,,
CS22878-101,I.U.Roederer AJ 147 136 2014,16 45 31.40,+08 14 46.0,4650,1.05,-3.3,-3.53,0.15,-0.12,0.25,-0.44,0.18,0.16,0.16,<2.22,,,,,,<-0.04,,<0.98,,<1.03,,<1.56,,<1.51,,025 38 24.44,+31 41 24.74,11354,5449.71,7775.33,-98.804,-47.424,-67.662,-128.8
CS22878-101,I.U.Roederer ApJ 784 158 2014,16 45 31.40,+08 14 46.0,4650,1.05,-3.3,-3.53,0.15,-0.12,0.25,-0.44,0.18,0.16,0.16,<2.22,,,,,,<-0.04,,<0.98,,<1.03,,<1.56,,<1.51,,025 38 24.44,+31 41 24.74,11354,5449.71,7775.33,-98.804,-47.424,-67.662,-128.8
CS22878-101,P.Francois AAP 476 935 2007,16 45 31.40,+08 14 46.0,4800,1.3,-3,-3.25,,-0.22,,-0.25,,0.07,,,,,,,,-0.07,,,,,,,,,,025 38 24.44,+31 41 24.74,9605.15,4610.29,6577.7,,,,
CS22879-012,I.U.Roederer AJ 147 136 2014,20 37 14.03,-41 02 33.5,6020,3.65,-2.81,-3.01,0.21,0.26,0.21,-0.36,0.29,,,<2.83,,,,,,<0.94,,<2.37,,<2.29,,<2.68,,,,,,,,,,,,
CS22879-029,I.U.Roederer AJ 147 136 2014,20 38 51.81,-38 36 46.6,5920,3.7,-2.35,-2.55,0.21,0.99,0.19,0.71,0.15,1.12,0.14,<1.94,,,,,,0.59,0.24,<2.02,,<1.81,,<2.34,,,,003 25 45.27,-36 46 41.48,1456.15,87.257,-1090.42,-105.218,-6.305,78.791,-131.6
CS22879-051,I.U.Roederer AJ 147 136 2014,20 42 36.48,-39 18 29.4,6190,3.75,-2.85,-3.02,0.21,0.08,0.19,-0.17,0.4,,,<3.13,,,,,,<1.33,,<2.59,,<2.44,,<3.07,,,,,,,,,,,,
CS22879-094,I.U.Roederer AJ 147 136 2014,20 50 08.36,-38 42 55.8,5820,3.6,-2.81,-3.15,0.21,0.51,0.23,0.18,0.2,0.5,0.24,<3.06,,,,,,<1.08,,<2.33,,<2.25,,<2.99,,,,,,,,,,,,
CS22879-097,I.U.Roederer AJ 147 136 2014,20 48 46.56,-38 30 49.4,5640,1.55,-2.64,-2.66,0.17,0.13,0.25,-0.4,0.17,0.09,0.16,<2.32,,,,,,<0.44,,<1.81,,<1.62,,<1.92,,,,003 50 55.75,-38 41 23.26,13645,917.977,-10952.4,20.56,1.383,-16.503,26.4
CS22879-103,I.U.Roederer AJ 147 136 2014,20 47 10.13,-37 26 52.6,5720,1.6,-2.15,-2.16,0.16,0.87,0.2,-0.1,0.15,0.4,0.15,<1.69,,,,,,0.3,0.17,<1.04,,<0.95,,<1.33,,,,005 09 09.29,-38 14 56.65,13884.9,1252.04,-10990,-24.247,-2.186,19.192,-31
CS22880-067,I.U.Roederer AJ 147 136 2014,20 49 07.90,-21 34 55.0,5570,3.35,-3.37,-3.23,0.21,-0.17,0.17,<0.21,,<1,,,,,,,,<1.53,,<3.23,,<2.71,,<3.12,,,,,,,,,,,,
CS22880-086,I.U.Roederer AJ 147 136 2014,20 45 47.53,-18 33 32.3,4960,1.9,-3.25,-3.28,0.15,0.01,0.25,-0.44,0.19,-0.07,0.17,<2.31,,,,,,<0.21,,<1.4,,<1.37,,<1.75,,,,027 41 15.91,-33 17 17.73,6787.45,3561.64,-5032.83,-83.051,-43.58,61.581,-112.2
CS22880-086,D.K.Lai ApJ 681 1524 2008,20 45 47.53,-18 33 32.3,5188,2.55,-3,-3.01,0.03,0,0.07,-0.24,0.1,,,,,,,,,<0.21,,,,,,,,,,027 41 15.91,-33 17 17.73,3627.04,1903.25,-2689.42,,,,
CS22881-032,I.U.Roederer AJ 147 136 2014,22 03 00.58,-41 14 26.3,5430,3.2,-3.1,-3.55,0.23,0.23,0.2,<0.51,,<1.2,,<3.78,,,,,,<1.66,,<3.08,,<2.98,,<3.62,,,,,,,,,,,,
CS22881-036,I.U.Roederer AJ 147 136 2014,22 07 58.43,-40 44 16.4,5940,3.7,-2.37,-2.34,0.21,1.03,0.16,0.9,0.15,1.11,0.14,<2.35,,,,,,0.55,0.19,,,<2.67,,<2.33,,<2.64,,000 07 46.27,-53 51 23.95,859.955,1.944,-1177.42,25.775,0.058,-35.29,43.7
CS22881-039,I.U.Roederer AJ 147 136 2014,22 09 35.42,-40 25 51.2,6170,2.05,-2.79,-2.79,0.17,0.02,0.24,-0.14,0.18,<0.48,,<2.78,,,,,,<0.99,,<2.18,,<2.02,,<2.53,,,,000 33 46.88,-54 12 29.70,10849.6,106.618,-15048.6,46.259,0.455,-64.162,79.1
CS22881-070,I.U.Roederer AJ 147 136 2014,22 16 37.05,-40 44 06.0,6020,3.7,-2.73,-2.96,0.21,0,0.21,-0.14,0.23,,,<2.86,,,,,,<1.06,,<2.38,,<2.35,,<2.9,,,,,,,,,,,,
CS22882-001,I.U.Roederer MNRAS 445 2970 2014,00 20 25.30,-31 39 04.0,5930,1.9,-2.62,-2.62,0.06,0.16,0.25,,,,,,,,,,,0.81,0.16,,,,,,,,,357 16 22.02,-81 52 24.93,2454.14,-116.903,-17206.4,3.798,-0.181,-26.63,26.9
CS22882-001,I.U.Roederer AJ 147 136 2014,00 20 25.30,-31 39 04.0,5930,1.9,-2.62,-2.62,0.17,0.16,0.25,0.03,0.17,0.44,0.16,<2.51,,,,,,0.81,0.16,<2.3,,<1.76,,<2.09,,,,357 16 22.02,-81 52 24.93,2454.14,-116.903,-17206.4,3.742,-0.178,-26.234,26.5
CS22882-006,I.U.Roederer AJ 147 136 2014,00 21 59.87,-29 29 26.5,5800,3.6,-2.66,-2.94,0.21,0.25,0.24,-0.04,0.19,0.56,0.19,<2.95,,,,,,<1.11,,<2.35,,<2.09,,<2.74,,,,,,,,,,,,
CS22882-012,I.U.Roederer AJ 147 136 2014,00 30 22.51,-27 35 27.2,6290,3.8,-2.75,-2.76,0.21,0.57,0.24,,,0.77,0.18,<3.02,,,,,,<1.24,,<2.41,,<2.42,,<2.88,,,,,,,,,,,,
CS22882-030,I.U.Roederer AJ 147 136 2014,00 30 20.04,-30 20 58.4,5580,3.4,-3.14,-3.47,0.22,0.26,0.18,<0.79,,<1.17,,,,,,,,<1.5,,<2.58,,<2.6,,<3.1,,,,,,,,,,,,
CS22883-037,I.U.Roederer AJ 147 136 2014,14 24 19.43,+11 29 26.3,5800,1.5,-1.97,-2.01,0.16,0.21,0.2,-0.35,0.16,0.18,0.15,<1.87,,,,,,0.42,0.16,<1.26,,<1.44,,<1.55,,,,001 48 09.08,+63 10 03.42,11321.2,356.283,22391.9,-118.564,-3.731,-234.505,-262.8
CS22884-020,I.U.Roederer AJ 147 136 2014,15 34 22.43,-08 33 40.1,6040,3.75,-2.27,-2.48,0.21,0.29,0.24,-0.3,0.2,0.48,0.2,<2.33,,,,,,<0.94,,<2.27,,<2.13,,<2.29,,,,,,,,,,,,
CS22884-108,I.U.Roederer AJ 147 136 2014,15 49 57.58,-09 14 09.2,6320,3.75,-3.21,-3.1,0.22,0.06,0.15,<0.5,,<1.03,,<3.39,,,,,,<1.52,,<2.86,,<2.76,,<3.24,,,,359 11 27.30,+33 30 11.44,1522.99,-21.508,1008.27,-10.506,0.148,-6.955,-12.6
CS22884-108,D.K.Lai ApJ 681 1524 2008,15 49 57.58,-09 14 09.2,6290,4.44,-3.15,-3.14,0.08,0.39,0.11,,,,,,,,,,,<1.9,,,,,,,,,,359 11 27.30,+33 30 11.44,680.961,-9.617,450.817,,,,
CS22885-040,I.U.Roederer AJ 147 136 2014,20 18 07.96,-38 05 57.2,6160,3.75,-2.6,-2.78,0.21,-0.67,0.14,<0.56,,<1.15,,<2.83,,,,,,<1.16,,<2.37,,<2.33,,<2.61,,,,,,,,,,,,
CS22885-096,I.U.Roederer AJ 147 136 2014,20 20 51.17,-39 53 30.2,4580,0.75,-4.21,-4.41,0.15,-1.75,0.15,<-0.75,,<0.27,,<2.75,,,,,,<0.68,,<1.78,,<1.75,,<2.25,,,,001 15 47.22,-33 30 51.25,13795.2,304.171,-9137.97,-207.636,-4.578,137.539,-249.1
CS22885-096,P.Francois AAP 476 935 2007,20 20 51.17,-39 53 30.2,5050,2.6,-4,-3.78,,-1.34,,<-0.83,,-0.4,,,,,,,,<0.46,,,,,,,,,,001 15 47.22,-33 30 51.25,2181.74,48.105,-1445.19,,,,
CS22885-203,I.U.Roederer AJ 147 136 2014,20 30 19.28,-37 42 17.1,5820,3.6,-2.57,-2.73,0.21,-0.08,0.23,,,0.31,0.17,<3.3,,,,,,<1.01,,<2.3,,<2.36,,<2.51,,,,,,,,,,,,
CS22886-003,I.U.Roederer AJ 147 136 2014,22 13 52.18,-10 47 01.0,5970,3.65,-2.87,-2.92,0.21,-0.32,0.17,<-0.17,,<0.6,,<2.92,,,,,,<1.18,,<2.22,,<2.15,,<2.84,,,,,,,,,,,,
CS22886-012,I.U.Roederer MNRAS 445 2970 2014,22 13 25.88,-08 43 43.3,5650,3.5,-2.61,-2.61,0.07,0.31,0.23,,,,,,,,,,,0.85,0.17,,,,,,,,,,,,,,,,,
CS22886-012,I.U.Roederer AJ 147 136 2014,22 13 25.88,-08 43 43.3,5650,3.5,-2.61,-2.88,0.21,0.59,0.23,0.11,0.16,0.79,0.17,<2.99,,,,,,1.12,0.17,,,,,<2.86,,,,,,,,,,,,
CS22886-013,I.U.Roederer AJ 147 136 2014,22 12 03.00,-08 45 46.0,6200,1.75,-2.6,-2.58,0.17,-0.06,0.25,-0.28,0.2,0.31,0.17,<2.44,,,,,,<0.89,,<1.79,,<1.62,,<2.27,,,,,,,,,,,,
CS22886-044,I.U.Roederer AJ 147 136 2014,22 20 11.41,-09 41 39.5,5730,3.75,-1.65,-1.86,0.21,0.16,0.17,-0.03,0.15,0.44,0.14,<2.32,,,,,,0.66,0.15,<1.71,,,,<1.8,,,,,,,,,,,,
CS22888-002,I.U.Roederer AJ 147 136 2014,23 04 37.23,-36 39 57.9,5700,3.5,-2.91,-2.93,0.21,0.22,0.24,-0.28,0.2,0.6,0.2,<2.85,,,,,,<0.96,,<2.22,,<1.98,,<2.62,,,,,,,,,,,,
CS22888-014,I.U.Roederer AJ 147 136 2014,23 04 15.53,-33 29 44.8,6020,3.7,-2.69,-2.73,0.21,0.05,0.22,0.13,0.21,0.36,0.2,<2.7,,,,,,<1.01,,<2.02,,<2.05,,<2.69,,<2.96,,,,,,,,,,
CS22888-031,I.U.Roederer AJ 147 136 2014,23 11 32.47,-35 26 42.9,5810,3.5,-3.41,-3.71,0.22,-0.31,0.14,<0.63,,<1.71,,<3.54,,,,,,<1.79,,<3.02,,<2.94,,<3.41,,,,005 23 20.05,-67 10 27.71,1052.34,99.27,-2511.39,-48.199,-4.547,115.027,-124.8
CS22888-047,I.U.Roederer MNRAS 445 2970 2014,23 20 19.85,-33 45 46.9,5950,1.9,-2.54,-2.54,0.06,0.6,0.22,,,,,,,,,,,0.86,0.16,,,,,,,,,008 39 51.65,-69 19 34.96,5550.09,845.75,-14878.2,-55.319,-8.43,148.294,-158.5
CS22888-047,I.U.Roederer AJ 147 136 2014,23 20 19.85,-33 45 46.9,5950,1.9,-2.54,-2.54,0.17,0.6,0.22,-0.06,0.18,0.53,0.16,<2.14,,,,,,0.86,0.16,<1.71,,<1.6,,<1.97,,,,008 39 51.65,-69 19 34.96,5550.09,845.75,-14878.2,-55.249,-8.419,148.107,-158.3
CS22889-050,I.U.Roederer AJ 147 136 2014,13 45 30.11,-09 47 11.0,5920,3.6,-2.84,-3.09,0.22,-0.06,0.19,-0.05,0.25,,,<3.03,,,,,,<1.22,,<2.44,,<2.2,,<2.86,,,,,,,,,,,,
CS22890-011,I.U.Roederer AJ 147 136 2014,15 13 21.07,+02 14 59.6,6010,3.7,-2.47,-2.68,0.21,0.39,0.24,0,0.18,0.45,0.17,<2.89,,,,,,<1.03,,<2.23,,<2.1,,<2.65,,,,,,,,,,,,
CS22890-024,I.U.Roederer AJ 147 136 2014,15 16 05.40,-00 03 57.8,5320,2.95,-2.58,-2.77,0.14,0.24,0.25,-0.15,0.19,0.35,0.18,<2.3,,,,,,0.3,0.23,<1.59,,<1.3,,<2.03,,,,000 54 05.64,+45 53 21.97,1449.11,22.804,1494.99,159.166,2.505,164.206,228.7
CS22890-024,C.J.Hansen AAP 545 A31 2012,15 16 05.40,-00 03 57.8,5400,2.65,-2.77,-2.77,0.15,-0.06,0.18,-0.25,0.16,0.64,0.16,,,,,,,<0.9,,,,,,,,,,000 54 05.64,+45 53 21.97,2125.97,33.456,2193.3,,,,
CS22890-064,I.U.Roederer AJ 147 136 2014,15 17 34.04,+02 45 27.9,5960,3.6,-3.2,-3.12,0.21,-0.23,0.14,<0.95,,<1.01,,<3.32,,,,,,<1.4,,<2.67,,<3.51,,<3.13,,,,,,,,,,,,
CS22891-184,I.U.Roederer AJ 147 136 2014,19 26 12.32,-60 34 06.3,5530,1.6,-2.67,-2.68,0.17,0.18,0.26,-0.64,0.2,0.04,0.16,,,,,,,<0.29,,<1.24,,<1.16,,<1.83,,,,336 10 05.02,-27 35 43.38,10679.3,-4717.25,-6102.23,21.483,-9.489,-12.275,26.5
CS22891-200,I.U.Roederer AJ 147 136 2014,19 35 19.08,-61 42 24.4,4490,0.5,-3.88,-4.06,0.15,-1.18,0.15,-1,0.24,,,<2.38,,,,,,0.11,0.22,<1.4,,<1.33,,<1.94,,<1.83,,335 00 21.39,-28 48 06.95,21628.3,-10082.7,-13119.9,108.968,-50.799,-66.101,137.2
CS22891-200,I.U.Roederer ApJ 784 158 2014,19 35 19.08,-61 42 24.4,4490,0.5,-3.88,-4.06,0.15,-1.18,0.15,-1,0.24,,,<2.38,,,,,,0.11,0.22,<1.4,,<1.33,,<1.94,,<1.83,,335 00 21.39,-28 48 06.95,21628.3,-10082.7,-13119.9,108.968,-50.799,-66.101,137.2
CS22891-209,I.U.Roederer AJ 147 136 2014,19 42 02.16,-61 03 44.7,4620,0.95,-3.26,-3.49,0.15,0.63,0.19,0.06,0.16,0.56,0.15,<1.84,,,,,,0.1,0.2,<0.96,,,,<1.43,,<1.5,,335 48 14.31,-29 33 40.68,6290.17,-2826.39,-3911.31,64.028,-28.77,-39.814,80.7
CS22891-209,P.Francois AAP 476 935 2007,19 42 02.16,-61 03 44.7,4700,1,-3,-3.29,,0.13,,-0.07,,0.28,,,,,,,,-0.1,,,,,,,,,,335 48 14.31,-29 33 40.68,6278.1,-2820.97,-3903.81,,,,
CS22891-221,I.U.Roederer AJ 147 136 2014,19 35 10.46,-59 41 58.3,5290,2.8,-3.48,-3.23,0.15,-0.8,0.16,,,<0.11,,<2.8,,,,,,<0.84,,<1.77,,<1.91,,<2.26,,<2.55,,,,,,,,,,
